timestamp,open,high,low,close,volume
2021-07-16 04:40:00,31929.9,31930.39,31914.02,31914.07,10.904815
2021-07-16 04:41:00,31914.07,31941.7,31914.05,31935.81,6.799948
2021-07-16 04:42:00,31935.8,31949.99,31919.0,31926.26,9.814014
2021-07-16 04:43:00,31926.26,31940.78,31926.26,31934.11,5.782013
2021-07-16 04:44:00,31934.12,31938.39,31917.79,31921.82,9.336758
2021-07-16 04:45:00,31921.81,31953.65,31918.2,31953.65,11.40891
2021-07-16 04:46:00,31953.12,31959.99,31942.32,31957.98,7.256168
2021-07-16 04:47:00,31957.98,31959.99,31940.01,31949.62,14.017436
2021-07-16 04:48:00,31949.63,31957.0,31940.0,31944.61,17.943946
2021-07-16 04:49:00,31944.61,31944.61,31900.0,31917.1,15.866372
2021-07-16 04:50:00,31917.1,31940.0,31911.38,31934.34,6.163678
2021-07-16 04:51:00,31936.13,31959.98,31936.13,31955.63,14.422332
2021-07-16 04:52:00,31955.64,31959.99,31947.66,31956.42,17.312768
2021-07-16 04:53:00,31956.43,31956.43,31938.84,31951.1,6.443977
2021-07-16 04:54:00,31951.1,31954.99,31932.99,31932.99,5.548695
2021-07-16 04:55:00,31933.0,31955.58,31929.82,31946.52,8.41979
2021-07-16 04:56:00,31946.52,31955.58,31934.24,31945.47,6.788823
2021-07-16 04:57:00,31945.8,31955.58,31937.53,31942.92,6.085635
2021-07-16 04:58:00,31942.92,31964.81,31935.0,31935.0,8.300253
2021-07-16 04:59:00,31934.99,31944.53,31902.05,31907.57,15.972523
2021-07-16 05:00:00,31907.57,31956.53,31907.57,31947.84,8.026075
2021-07-16 05:01:00,31947.84,31958.39,31947.84,31955.59,9.521107
2021-07-16 05:02:00,31955.59,31966.94,31939.6,31964.82,12.33191
2021-07-16 05:03:00,31964.83,31964.83,31947.0,31947.82,8.876653
2021-07-16 05:04:00,31947.82,31951.03,31943.41,31946.43,3.682611
2021-07-16 05:05:00,31946.42,31947.79,31922.0,31922.01,17.853462
2021-07-16 05:06:00,31922.0,31922.01,31905.36,31905.36,8.423843
2021-07-16 05:07:00,31905.36,31905.36,31863.79,31866.41,31.031127
2021-07-16 05:08:00,31866.42,31885.11,31858.21,31872.13,17.143515
2021-07-16 05:09:00,31872.13,31879.48,31861.89,31875.2,18.771692
2021-07-16 05:10:00,31875.2,31886.99,31874.39,31883.67,8.313257
2021-07-16 05:11:00,31883.66,31908.41,31883.66,31904.76,14.077796
2021-07-16 05:12:00,31904.76,31910.0,31896.22,31909.0,8.224052
2021-07-16 05:13:00,31909.0,31910.05,31896.3,31898.59,14.000525
2021-07-16 05:14:00,31898.6,31905.52,31898.59,31900.22,5.137366
2021-07-16 05:15:00,31900.21,31900.22,31868.83,31873.07,20.183906
2021-07-16 05:16:00,31874.03,31874.03,31820.0,31820.77,37.517119
2021-07-16 05:17:00,31820.76,31848.63,31820.01,31834.39,12.755917
2021-07-16 05:18:00,31834.38,31834.39,31814.38,31820.98,33.309212
2021-07-16 05:19:00,31820.98,31841.03,31719.73,31734.3,133.770429
2021-07-16 05:20:00,31734.93,31788.0,31734.93,31772.52,67.209755
2021-07-16 05:21:00,31775.2,31813.99,31775.19,31811.83,10.827111
2021-07-16 05:22:00,31811.83,31819.64,31793.63,31805.73,8.903928
2021-07-16 05:23:00,31805.74,31811.0,31794.95,31801.71,12.938909
2021-07-16 05:24:00,31801.71,31805.73,31793.6,31803.6,8.370283
2021-07-16 05:25:00,31803.59,31823.0,31801.59,31810.72,34.073296
2021-07-16 05:26:00,31810.72,31810.72,31793.59,31810.71,52.346373
2021-07-16 05:27:00,31810.71,31810.72,31796.01,31807.92,20.750146
2021-07-16 05:28:00,31807.93,31823.0,31801.37,31806.11,47.45127
2021-07-16 05:29:00,31807.94,31807.94,31737.94,31745.2,100.226552
2021-07-16 05:30:00,31742.84,31802.56,31742.84,31785.83,41.323302
2021-07-16 05:31:00,31785.82,31820.0,31785.81,31818.21,28.384781
2021-07-16 05:32:00,31818.99,31833.69,31813.39,31829.26,13.749193
2021-07-16 05:33:00,31829.26,31846.1,31817.96,31832.03,20.714814
2021-07-16 05:34:00,31832.03,31833.99,31798.06,31800.76,17.72969
2021-07-16 05:35:00,31800.76,31829.0,31800.76,31828.99,13.150547
2021-07-16 05:36:00,31828.99,31848.6,31827.48,31845.32,10.625722
2021-07-16 05:37:00,31845.33,31850.03,31833.64,31847.53,18.200091
2021-07-16 05:38:00,31847.52,31850.0,31835.15,31835.73,10.869255
2021-07-16 05:39:00,31835.73,31838.5,31820.0,31821.9,17.652277
2021-07-16 05:40:00,31821.91,31843.99,31818.05,31841.17,16.527213
2021-07-16 05:41:00,31841.17,31847.53,31831.88,31834.82,20.411564
2021-07-16 05:42:00,31834.82,31847.51,31834.82,31842.59,7.063131
2021-07-16 05:43:00,31844.37,31844.38,31816.49,31830.4,17.610651
2021-07-16 05:44:00,31828.21,31832.97,31800.0,31800.0,19.949912
2021-07-16 05:45:00,31800.0,31842.71,31795.95,31838.68,14.473653
2021-07-16 05:46:00,31838.68,31849.84,31835.09,31839.76,9.9945
2021-07-16 05:47:00,31839.77,31844.47,31830.89,31838.04,13.12199
2021-07-16 05:48:00,31838.03,31846.87,31824.52,31833.0,8.874928
2021-07-16 05:49:00,31833.0,31842.53,31821.62,31821.62,16.434207
2021-07-16 05:50:00,31821.63,31821.63,31750.05,31768.91,36.097901
2021-07-16 05:51:00,31768.91,31788.78,31760.01,31764.0,10.966815
2021-07-16 05:52:00,31760.0,31791.62,31736.14,31764.91,31.504466
2021-07-16 05:53:00,31764.92,31790.96,31763.96,31778.02,17.34854
2021-07-16 05:54:00,31781.3,31792.41,31770.0,31775.0,48.060698
2021-07-16 05:55:00,31775.0,31797.55,31775.0,31785.53,17.831344
2021-07-16 05:56:00,31785.53,31812.26,31780.01,31795.37,22.483557
2021-07-16 05:57:00,31795.38,31817.94,31790.01,31815.9,16.241092
2021-07-16 05:58:00,31815.9,31825.57,31800.36,31803.49,8.128018
2021-07-16 05:59:00,31803.49,31807.17,31780.0,31797.02,21.692961
2021-07-16 06:00:00,31800.41,31804.99,31760.0,31768.06,56.890343
2021-07-16 06:01:00,31768.05,31788.76,31760.31,31775.79,19.751442
2021-07-16 06:02:00,31775.8,31780.0,31761.69,31764.69,18.520889
2021-07-16 06:03:00,31764.7,31765.19,31742.01,31757.07,32.195112
2021-07-16 06:04:00,31757.07,31759.99,31736.8,31747.56,11.942586
2021-07-16 06:05:00,31747.57,31777.25,31744.56,31777.24,18.45652
2021-07-16 06:06:00,31772.28,31788.93,31756.66,31788.92,21.786543
2021-07-16 06:07:00,31788.92,31795.64,31775.35,31793.35,17.42408
2021-07-16 06:08:00,31793.35,31794.88,31778.76,31782.99,14.202928
2021-07-16 06:09:00,31782.99,31783.01,31745.72,31756.78,26.120181
2021-07-16 06:10:00,31754.57,31783.51,31752.16,31781.44,33.032878
2021-07-16 06:11:00,31781.44,31781.44,31751.4,31751.46,10.410326
2021-07-16 06:12:00,31751.45,31773.93,31740.0,31740.0,22.499749
2021-07-16 06:13:00,31740.01,31767.1,31740.0,31752.11,14.142602
2021-07-16 06:14:00,31752.11,31760.49,31740.01,31755.58,19.01668
2021-07-16 06:15:00,31755.59,31777.17,31753.21,31765.15,27.781939
2021-07-16 06:16:00,31765.15,31780.0,31682.67,31711.49,117.992963
2021-07-16 06:17:00,31711.5,31734.99,31710.97,31722.43,24.707326
2021-07-16 06:18:00,31722.42,31737.07,31714.58,31720.0,33.519618
2021-07-16 06:19:00,31720.0,31720.0,31620.0,31653.19,286.809264
2021-07-16 06:20:00,31650.89,31685.55,31600.01,31680.49,155.136945
2021-07-16 06:21:00,31679.67,31700.0,31678.43,31678.43,41.049827
2021-07-16 06:22:00,31678.43,31686.49,31664.13,31677.55,16.501871
2021-07-16 06:23:00,31677.55,31691.28,31659.39,31668.97,28.717129
2021-07-16 06:24:00,31668.97,31686.99,31654.64,31654.64,22.825032
2021-07-16 06:25:00,31654.82,31674.46,31651.0,31667.37,17.456686
2021-07-16 06:26:00,31667.37,31694.81,31665.64,31691.21,21.766311
2021-07-16 06:27:00,31691.22,31700.0,31680.01,31696.04,15.849548
2021-07-16 06:28:00,31696.05,31697.7,31684.91,31688.87,9.993664
2021-07-16 06:29:00,31688.87,31690.53,31664.01,31664.02,36.284749
2021-07-16 06:30:00,31664.02,31696.04,31653.9,31686.46,34.60062
2021-07-16 06:31:00,31686.46,31686.85,31667.67,31671.14,10.980764
2021-07-16 06:32:00,31671.14,31691.85,31671.13,31683.48,40.318378
2021-07-16 06:33:00,31676.66,31682.28,31639.6,31643.35,21.384782
2021-07-16 06:34:00,31643.34,31651.97,31611.54,31624.63,26.274762
2021-07-16 06:35:00,31624.63,31636.06,31607.4,31608.42,44.50344
2021-07-16 06:36:00,31609.0,31629.62,31601.3,31627.91,51.636648
2021-07-16 06:37:00,31627.92,31637.74,31610.0,31632.93,19.316415
2021-07-16 06:38:00,31632.93,31632.93,31611.72,31611.72,21.264896
2021-07-16 06:39:00,31611.73,31620.0,31564.05,31599.02,109.635989
2021-07-16 06:40:00,31599.01,31609.98,31597.27,31601.2,11.54033
2021-07-16 06:41:00,31601.19,31625.18,31600.52,31613.74,45.941586
2021-07-16 06:42:00,31613.75,31634.82,31612.93,31631.95,23.906997
2021-07-16 06:43:00,31631.86,31641.59,31609.92,31609.92,15.404829
2021-07-16 06:44:00,31609.92,31609.92,31570.67,31575.0,21.291721
2021-07-16 06:45:00,31575.0,31617.47,31569.89,31611.14,34.931839
2021-07-16 06:46:00,31611.15,31614.44,31586.11,31606.83,22.863262
2021-07-16 06:47:00,31606.83,31614.0,31589.67,31589.67,22.964523
2021-07-16 06:48:00,31589.67,31589.67,31548.15,31562.74,44.920079
2021-07-16 06:49:00,31562.74,31602.87,31548.45,31601.21,27.15534
2021-07-16 06:50:00,31602.86,31604.09,31576.69,31590.47,19.278016
2021-07-16 06:51:00,31590.48,31609.52,31587.84,31596.54,18.285173
2021-07-16 06:52:00,31596.54,31611.1,31595.0,31609.75,8.917606
2021-07-16 06:53:00,31610.38,31648.44,31606.3,31616.65,27.620297
2021-07-16 06:54:00,31616.65,31616.65,31589.84,31599.32,13.02589
2021-07-16 06:55:00,31599.32,31609.0,31582.95,31586.52,25.115912
2021-07-16 06:56:00,31586.51,31604.88,31586.51,31599.16,31.795467
2021-07-16 06:57:00,31599.17,31609.38,31586.52,31602.39,19.066052
2021-07-16 06:58:00,31605.21,31616.99,31602.21,31608.61,16.556339
2021-07-16 06:59:00,31608.6,31628.3,31602.0,31609.14,19.825985
2021-07-16 07:00:00,31609.13,31645.26,31609.13,31643.19,22.899321
2021-07-16 07:01:00,31643.19,31662.36,31639.67,31655.85,20.752822
2021-07-16 07:02:00,31655.84,31672.87,31647.53,31667.61,21.035319
2021-07-16 07:03:00,31667.6,31728.0,31664.35,31704.39,52.36001
2021-07-16 07:04:00,31703.91,31714.99,31693.16,31698.63,23.624173
2021-07-16 07:05:00,31698.62,31706.85,31685.87,31705.97,31.193677
2021-07-16 07:06:00,31705.96,31706.72,31672.04,31689.53,38.354492
2021-07-16 07:07:00,31689.53,31706.16,31683.17,31694.52,23.990608
2021-07-16 07:08:00,31694.52,31694.53,31681.41,31687.18,16.603723
2021-07-16 07:09:00,31687.19,31705.0,31687.18,31699.69,20.87205
2021-07-16 07:10:00,31699.68,31705.0,31692.6,31704.98,15.384793
2021-07-16 07:11:00,31704.99,31728.0,31703.81,31713.39,21.170714
2021-07-16 07:12:00,31713.39,31721.76,31700.0,31701.6,22.935622
2021-07-16 07:13:00,31703.65,31703.65,31684.81,31692.8,10.521652
2021-07-16 07:14:00,31692.8,31721.36,31690.0,31720.97,21.121257
2021-07-16 07:15:00,31720.97,31725.63,31674.85,31691.13,27.569975
2021-07-16 07:16:00,31691.13,31696.7,31655.38,31665.58,15.460072
2021-07-16 07:17:00,31665.58,31690.71,31653.29,31674.78,16.373445
2021-07-16 07:18:00,31676.49,31679.01,31652.82,31655.33,8.685824
2021-07-16 07:19:00,31656.2,31683.81,31655.27,31662.37,20.387281
2021-07-16 07:20:00,31662.36,31698.99,31662.36,31684.85,16.955171
2021-07-16 07:21:00,31684.85,31709.31,31683.01,31692.41,18.237947
2021-07-16 07:22:00,31692.4,31726.8,31692.4,31721.11,19.332728
2021-07-16 07:23:00,31721.12,31726.8,31704.32,31707.06,16.644567
2021-07-16 07:24:00,31707.15,31707.16,31673.17,31687.32,29.908642
2021-07-16 07:25:00,31687.32,31687.33,31666.25,31673.2,11.513732
2021-07-16 07:26:00,31673.71,31684.64,31664.81,31665.26,32.761471
2021-07-16 07:27:00,31665.26,31665.27,31648.36,31655.45,15.728655
2021-07-16 07:28:00,31655.45,31683.57,31611.43,31620.48,28.530943
2021-07-16 07:29:00,31620.48,31660.34,31611.25,31656.08,34.79882
2021-07-16 07:30:00,31656.08,31667.24,31620.97,31621.83,28.506905
2021-07-16 07:31:00,31621.85,31637.33,31561.88,31574.4,85.017761
2021-07-16 07:32:00,31577.07,31589.4,31562.5,31585.99,23.59043
2021-07-16 07:33:00,31585.98,31608.0,31570.0,31606.43,30.956794
2021-07-16 07:34:00,31606.43,31628.29,31605.28,31624.94,13.898357
2021-07-16 07:35:00,31624.93,31627.23,31608.53,31615.66,10.912596
2021-07-16 07:36:00,31615.66,31628.04,31612.0,31625.31,12.939068
2021-07-16 07:37:00,31625.31,31651.63,31620.3,31651.63,14.243751
2021-07-16 07:38:00,31651.63,31684.58,31648.97,31670.01,24.383183
2021-07-16 07:39:00,31670.0,31681.04,31644.01,31649.97,26.17527
2021-07-16 07:40:00,31649.97,31662.0,31627.54,31634.23,18.200173
2021-07-16 07:41:00,31640.64,31646.59,31624.31,31626.87,10.680849
2021-07-16 07:42:00,31626.86,31639.88,31622.49,31628.72,6.799657
2021-07-16 07:43:00,31628.72,31642.49,31619.59,31621.73,16.496146
2021-07-16 07:44:00,31621.73,31629.68,31595.47,31625.8,38.161212
2021-07-16 07:45:00,31625.8,31678.52,31615.8,31676.34,21.719125
2021-07-16 07:46:00,31676.34,31697.38,31663.07,31677.96,17.759909
2021-07-16 07:47:00,31677.95,31700.0,31674.31,31686.83,29.576773
2021-07-16 07:48:00,31686.84,31700.0,31681.34,31697.54,12.027471
2021-07-16 07:49:00,31697.53,31697.96,31677.38,31697.49,34.112588
2021-07-16 07:50:00,31695.35,31697.51,31676.57,31695.7,22.16725
2021-07-16 07:51:00,31695.7,31696.99,31653.8,31656.34,16.670278
2021-07-16 07:52:00,31656.34,31684.07,31656.33,31678.17,13.199572
2021-07-16 07:53:00,31678.17,31692.71,31668.96,31686.41,20.163034
2021-07-16 07:54:00,31686.4,31692.13,31674.09,31674.31,14.151864
2021-07-16 07:55:00,31674.06,31679.73,31670.33,31672.71,4.419267
2021-07-16 07:56:00,31672.71,31698.19,31670.92,31670.93,14.68906
2021-07-16 07:57:00,31670.93,31688.18,31670.92,31685.17,11.361407
2021-07-16 07:58:00,31685.17,31692.19,31678.23,31692.05,7.173034
2021-07-16 07:59:00,31692.05,31796.42,31679.9,31774.49,75.271807
2021-07-16 08:00:00,31779.98,31779.99,31725.0,31726.01,88.344017
2021-07-16 08:01:00,31728.7,31733.25,31698.77,31716.83,30.350365
2021-07-16 08:02:00,31716.83,31718.35,31613.58,31666.48,97.797944
2021-07-16 08:03:00,31666.48,31712.08,31648.45,31674.14,26.035848
2021-07-16 08:04:00,31674.13,31700.0,31637.92,31685.91,20.631614
2021-07-16 08:05:00,31685.92,31703.79,31653.23,31664.96,21.876633
2021-07-16 08:06:00,31664.96,31672.86,31650.0,31654.31,20.69582
2021-07-16 08:07:00,31654.31,31659.39,31633.61,31638.32,13.954182
2021-07-16 08:08:00,31638.32,31651.28,31609.79,31612.83,52.040873
2021-07-16 08:09:00,31610.0,31635.29,31600.08,31618.39,40.059635
2021-07-16 08:10:00,31618.4,31618.4,31597.92,31602.82,37.269064
2021-07-16 08:11:00,31602.82,31603.43,31576.38,31581.8,77.302784
2021-07-16 08:12:00,31581.16,31614.78,31579.69,31609.64,54.76607
2021-07-16 08:13:00,31609.64,31620.0,31595.59,31608.24,17.433286
2021-07-16 08:14:00,31608.23,31650.0,31600.0,31649.29,30.503286
2021-07-16 08:15:00,31649.27,31649.28,31614.68,31631.53,17.888668
2021-07-16 08:16:00,31630.48,31668.47,31626.97,31664.57,38.046699
2021-07-16 08:17:00,31664.57,31690.06,31654.42,31677.4,33.463756
2021-07-16 08:18:00,31677.4,31679.99,31659.25,31677.46,16.089204
2021-07-16 08:19:00,31677.46,31679.93,31651.75,31668.08,28.108772
2021-07-16 08:20:00,31668.08,31690.06,31661.43,31687.06,26.62044
2021-07-16 08:21:00,31687.06,31691.34,31672.62,31675.13,7.895926
2021-07-16 08:22:00,31675.13,31695.73,31675.0,31683.24,9.497795
2021-07-16 08:23:00,31683.24,31685.98,31669.87,31676.67,10.405872
2021-07-16 08:24:00,31676.67,31690.6,31659.99,31664.8,33.99597
2021-07-16 08:25:00,31664.79,31664.8,31624.17,31626.19,24.703929
2021-07-16 08:26:00,31626.19,31638.25,31588.51,31595.66,36.218241
2021-07-16 08:27:00,31595.66,31622.3,31591.92,31609.31,22.680423
2021-07-16 08:28:00,31605.48,31625.5,31605.47,31624.79,25.222178
2021-07-16 08:29:00,31624.79,31624.8,31587.48,31587.48,20.403814
2021-07-16 08:30:00,31587.48,31638.1,31583.33,31634.99,21.101018
2021-07-16 08:31:00,31634.99,31635.0,31618.91,31623.01,13.926778
2021-07-16 08:32:00,31623.0,31644.99,31623.0,31638.29,15.495362
2021-07-16 08:33:00,31638.29,31638.29,31611.2,31612.18,13.291768
2021-07-16 08:34:00,31612.18,31612.18,31583.71,31592.58,23.335712
2021-07-16 08:35:00,31592.58,31592.58,31566.0,31583.16,30.779966
2021-07-16 08:36:00,31583.17,31626.04,31581.65,31612.13,18.025046
2021-07-16 08:37:00,31612.13,31618.61,31597.37,31618.61,25.152302
2021-07-16 08:38:00,31618.6,31643.7,31609.23,31619.05,17.618822
2021-07-16 08:39:00,31619.04,31624.41,31583.7,31586.32,13.773754
2021-07-16 08:40:00,31583.72,31590.27,31516.3,31519.59,70.342835
2021-07-16 08:41:00,31520.06,31555.95,31415.27,31472.61,327.291384
2021-07-16 08:42:00,31472.61,31495.98,31438.25,31476.38,77.465686
2021-07-16 08:43:00,31476.38,31490.0,31462.34,31489.97,60.245046
2021-07-16 08:44:00,31489.96,31505.62,31472.86,31488.36,42.164392
2021-07-16 08:45:00,31490.59,31490.59,31406.0,31432.86,89.375418
2021-07-16 08:46:00,31432.86,31446.3,31402.41,31431.03,71.597869
2021-07-16 08:47:00,31434.2,31436.01,31395.74,31424.8,120.407633
2021-07-16 08:48:00,31424.8,31424.8,31375.93,31424.21,70.23749
2021-07-16 08:49:00,31424.22,31440.99,31415.06,31421.28,26.331147
2021-07-16 08:50:00,31422.76,31471.21,31411.73,31463.58,41.728588
2021-07-16 08:51:00,31463.57,31475.0,31447.92,31462.9,23.882248
2021-07-16 08:52:00,31468.26,31490.06,31468.26,31479.22,15.851989
2021-07-16 08:53:00,31479.22,31483.98,31447.12,31452.29,27.975484
2021-07-16 08:54:00,31452.28,31460.05,31418.16,31421.51,37.324187
2021-07-16 08:55:00,31421.51,31460.0,31421.5,31451.66,22.545765
2021-07-16 08:56:00,31451.26,31463.05,31436.95,31461.28,17.799918
2021-07-16 08:57:00,31461.24,31485.81,31456.97,31472.9,39.633077
2021-07-16 08:58:00,31475.87,31489.33,31461.41,31485.61,27.005235
2021-07-16 08:59:00,31485.6,31485.61,31460.01,31473.0,37.218885
2021-07-16 09:00:00,31473.0,31479.11,31448.95,31478.13,29.214525
2021-07-16 09:01:00,31478.12,31500.0,31471.19,31488.56,30.912116
2021-07-16 09:02:00,31488.55,31509.84,31480.43,31505.91,33.229361
2021-07-16 09:03:00,31505.9,31531.07,31488.45,31530.62,57.153958
2021-07-16 09:04:00,31528.43,31534.18,31502.04,31511.1,19.101545
2021-07-16 09:05:00,31511.04,31511.04,31438.01,31459.27,63.26948
2021-07-16 09:06:00,31459.33,31459.33,31420.7,31420.7,107.183192
2021-07-16 09:07:00,31419.26,31435.07,31400.0,31411.96,77.481021
2021-07-16 09:08:00,31411.96,31438.88,31404.68,31428.56,24.709048
2021-07-16 09:09:00,31430.15,31430.93,31385.95,31385.95,45.274329
2021-07-16 09:10:00,31385.32,31409.77,31367.71,31369.35,41.583623
2021-07-16 09:11:00,31369.35,31377.72,31338.47,31348.92,73.136577
2021-07-16 09:12:00,31348.92,31377.71,31344.47,31348.94,29.94461
2021-07-16 09:13:00,31348.94,31388.67,31345.13,31374.73,29.625949
2021-07-16 09:14:00,31374.74,31382.24,31350.0,31364.82,46.530518
2021-07-16 09:15:00,31367.07,31370.72,31357.67,31361.66,20.283855
2021-07-16 09:16:00,31361.66,31365.99,31320.0,31359.49,42.599143
2021-07-16 09:17:00,31359.49,31426.66,31359.49,31403.67,28.481205
2021-07-16 09:18:00,31400.01,31403.62,31347.54,31356.02,24.247456
2021-07-16 09:19:00,31356.01,31388.05,31330.0,31385.25,26.038032
2021-07-16 09:20:00,31385.26,31396.89,31364.82,31396.89,24.61805
2021-07-16 09:21:00,31396.88,31400.8,31383.74,31389.71,32.013368
2021-07-16 09:22:00,31391.19,31409.7,31390.72,31407.5,25.819584
2021-07-16 09:23:00,31407.5,31431.93,31400.0,31400.0,15.051294
2021-07-16 09:24:00,31400.0,31426.44,31400.0,31424.81,18.011852
2021-07-16 09:25:00,31425.0,31431.93,31410.56,31429.13,17.802309
2021-07-16 09:26:00,31429.13,31436.51,31416.13,31423.68,14.392397
2021-07-16 09:27:00,31424.5,31425.73,31407.04,31420.86,24.768427
2021-07-16 09:28:00,31420.85,31420.85,31391.0,31393.4,25.542822
2021-07-16 09:29:00,31393.4,31395.4,31372.95,31390.12,17.235132
2021-07-16 09:30:00,31390.11,31445.83,31387.69,31443.28,20.270635
2021-07-16 09:31:00,31443.28,31449.82,31426.03,31436.09,15.235266
2021-07-16 09:32:00,31439.09,31449.19,31431.56,31439.32,11.706931
2021-07-16 09:33:00,31437.64,31448.19,31433.55,31447.95,19.723893
2021-07-16 09:34:00,31446.16,31453.35,31402.69,31415.95,26.115986
2021-07-16 09:35:00,31413.14,31449.98,31413.14,31443.6,26.534799
2021-07-16 09:36:00,31443.59,31445.95,31422.24,31428.4,16.209044
2021-07-16 09:37:00,31427.9,31434.52,31412.32,31431.6,11.365576
2021-07-16 09:38:00,31431.61,31442.06,31407.63,31408.56,13.960959
2021-07-16 09:39:00,31408.56,31419.99,31387.17,31392.78,17.76726
2021-07-16 09:40:00,31392.78,31411.88,31387.95,31388.06,29.976631
2021-07-16 09:41:00,31388.06,31399.55,31382.19,31399.54,19.820867
2021-07-16 09:42:00,31399.54,31409.62,31398.77,31404.91,24.727718
2021-07-16 09:43:00,31404.91,31420.0,31404.0,31417.71,14.190952
2021-07-16 09:44:00,31417.7,31420.0,31408.2,31413.67,13.108825
2021-07-16 09:45:00,31413.67,31413.68,31378.87,31380.51,26.354566
2021-07-16 09:46:00,31380.51,31380.51,31350.24,31357.18,43.981611
2021-07-16 09:47:00,31363.32,31377.62,31358.7,31364.27,19.149951
2021-07-16 09:48:00,31364.27,31388.92,31364.27,31377.24,31.235268
2021-07-16 09:49:00,31377.25,31400.0,31377.24,31395.13,12.32952
2021-07-16 09:50:00,31395.13,31422.59,31395.12,31417.61,19.1712
2021-07-16 09:51:00,31417.62,31442.78,31417.61,31430.59,36.961098
2021-07-16 09:52:00,31430.59,31454.17,31427.11,31453.61,39.591446
2021-07-16 09:53:00,31454.18,31468.62,31441.34,31453.03,31.027976
2021-07-16 09:54:00,31454.18,31457.57,31418.0,31433.72,31.914674
2021-07-16 09:55:00,31433.71,31440.3,31412.56,31421.98,16.285703
2021-07-16 09:56:00,31421.98,31433.58,31418.02,31429.43,16.687738
2021-07-16 09:57:00,31429.43,31429.64,31419.72,31424.02,16.758673
2021-07-16 09:58:00,31424.03,31429.62,31413.05,31413.24,21.988811
2021-07-16 09:59:00,31413.24,31417.92,31393.34,31399.99,13.947759
2021-07-16 10:00:00,31400.0,31403.71,31380.0,31381.81,21.184746
2021-07-16 10:01:00,31381.8,31415.51,31380.0,31413.62,37.910584
2021-07-16 10:02:00,31413.62,31444.82,31413.62,31438.54,49.021349
2021-07-16 10:03:00,31438.54,31447.93,31426.88,31447.92,18.271548
2021-07-16 10:04:00,31447.92,31451.08,31427.41,31439.49,28.67393
2021-07-16 10:05:00,31439.49,31448.25,31434.5,31441.09,16.878166
2021-07-16 10:06:00,31441.08,31447.11,31426.83,31428.72,18.980559
2021-07-16 10:07:00,31428.72,31428.72,31400.04,31405.59,19.467458
2021-07-16 10:08:00,31405.59,31419.34,31394.53,31403.51,34.728913
2021-07-16 10:09:00,31403.51,31406.07,31385.02,31397.21,36.317658
2021-07-16 10:10:00,31397.2,31409.17,31395.01,31409.05,18.906199
2021-07-16 10:11:00,31409.06,31409.06,31390.94,31394.67,19.990893
2021-07-16 10:12:00,31394.09,31394.1,31358.08,31368.12,57.177306
2021-07-16 10:13:00,31368.13,31376.04,31361.74,31373.66,38.352291
